Running...,Bot Boy#7482,2018-11-26 04:34:57.372000
$download_channel,Spiritonia#7854,2018-11-26 04:34:57.070000
$download_channel,Spiritonia#7854,2018-11-26 04:29:14.498000
,Liam#5223,2018-11-21 01:00:29.673000
"""don't speak that way to your mother"" - claudio to me",Catiline#0267,2018-11-20 13:03:31.291000
-Bronte,VisitThigh889#1093,2018-11-19 10:55:20.387000
"“Taught me to use both hands,”",VisitThigh889#1093,2018-11-19 10:55:04.436000
"“When I was a sad boi, my father took me to go see billy”- Bronte",VisitThigh889#1093,2018-11-19 10:54:30.929000
"""I can change my mind at any time on that one"" - Connor on the topic of abstaining from sex",Liam#5223,2018-11-19 10:36:20.215000
"""if you haven't asked for anal at least once"" - claudio",Catiline#0267,2018-11-18 09:41:26.807000
"""is deli just for meat likers"" - Ben",Aerpub#7229,2018-11-18 07:58:31.551000
- Liam,Spiritonia#7854,2018-11-12 05:27:35.783000
"""If you drink black coffee, nothing stronger will ever go in your mouth""",Spiritonia#7854,2018-11-12 05:27:34.384000
<:surprise:314017120448937985>,Liam#5223,2018-11-12 01:05:20.309000
i like that ending bit,abarb#3803,2018-11-11 10:00:17.418000
- schizophrenic,abarb#3803,2018-11-11 09:58:37.486000
"""tonight i gave out my number unprompted for the first time. the waitress asked me to write down on her pad what fragrance i was wearing, my friend's friends asked and i said i wrote both. they said they want a follow up on what happens, i don't know if they were making fun of me. i made a joke about just spraying it on my socks, the kind of joke that you play off as not real but could be real because it is real. i'm not interested, she lmao she looks like she listens to a band she's heard the radio call Theory of a Deadman, but why not do things. why not just like, write graffiti that says I AM JUST GRAFFITI, why not watch the movie Yes Man starring Jim Carrey and read every polemic review of it and why not laugh, i am an open borders man. (to be clear, i don't care about agreeable taste in music. maybe some people have that luxury, but in my experience it's hollow anyway. my favorite person in the world listens to pitbull most, i wrote that as a dichotomy but i happen to like pitbull sometimes. you want a person that doesn't get sick of what you play on roadtrips really fast, not someone who listens to all the same shit you do so they luckily don't have to shut you down)""",abarb#3803,2018-11-11 09:58:25.016000
"""THERE'S A REASON WE DON'T PAY OUR TEACHERS 

IT'S 











THE ILLUMNINATIE 


yes. i'm sorry for the shock. it's the rockerfellers. the rothchilds. not going to touch race here... it's the  elites . drain the swamp and replace it with marilyn manson. actually i have many candidates, like bruce willis, steve harvey. brad pitt is good with children i think i hear? 

actually, we don't pay our teachers because we don't care. we are all juggling at least 6 bitches, trying to get paid. if they were so poor they'd resort to violence that's the language i speak""",abarb#3803,2018-11-11 09:58:12.036000
"""the game is lost, you read these words, now you have to admit it was because you thought they might teach you something. i don't mean like some greek teacher you use, you are reading because you don't know me and you're insatiably curious of every word you read. i don't see you turning aWAY from this drivel. you think about boundaries, why you cross them, anything to rescue""",abarb#3803,2018-11-11 09:58:00.606000
"""stacey's suck only costs $4"" - sarah
""i kinda want it now"" - claudio",Catiline#0267,2018-11-11 09:56:13.794000
"""i am a welder of fries"" - sarah",Catiline#0267,2018-11-07 10:57:40.727000
,Liam#5223,2018-11-06 11:20:24.992000
"""I would kill you guys if i didn't have a better purpose"" - Claudio",Aerpub#7229,2018-11-06 04:57:42.328000
""" the last song is about the singer's cum and how he wants to talk to Metallica about art""",abarb#3803,2018-11-03 03:13:50.442000
-ana,Liam#5223,2018-11-03 02:16:55.103000
"""old people are speed bumps""",Catiline#0267,2018-11-03 00:33:56.164000
,Catiline#0267,2018-10-29 11:09:18.445000
,Catiline#0267,2018-10-29 11:03:24.107000
"*looking at titty game that gives you more titty if you answer questions right*
""i'd be so good at med if the exams were like this"" - sarah",Catiline#0267,2018-10-29 10:37:51.850000
"""you want to see clowns? i want to see tits"" - claudio",Catiline#0267,2018-10-29 10:29:33.169000
classic,abarb#3803,2018-10-28 08:10:39.721000
😠,Spiritonia#7854,2018-10-28 08:10:11.870000
"""Claudio's DnD character [the sheriff] was just a cooler version of him"" - Sarah",Aerpub#7229,2018-10-28 07:32:39.724000
,Liam#5223,2018-10-18 11:16:41.363000
"“You look like a pussy”subgay
“At least I look like a dry one”- Connor",VisitThigh889#1093,2018-10-18 04:05:29.249000
"""how many cummies are on it"" - liam
""8"" - claudio",Catiline#0267,2018-10-15 01:32:09.377000
"""Can 👏 we 👏 molest 👏 children"" - Liam",Spiritonia#7854,2018-10-14 07:35:43.404000
"""Ben is an anal enforcer"" - Liam",Aerpub#7229,2018-10-13 13:20:47.792000
"""are we sure linkedin isn't a dating site""",Catiline#0267,2018-10-11 09:35:19.640000
"""big girl big cums"" - claudio",Catiline#0267,2018-10-07 05:55:19.734000
imma shit myself on camera,abarb#3803,2018-10-02 01:22:41.819000
,abarb#3803,2018-10-02 01:22:23.465000
asking for a friend,abarb#3803,2018-10-02 01:20:56.934000
,Liam#5223,2018-10-02 01:20:29.154000
"""Ben are you stealing my ecstacy?"" - Ana",Liam#5223,2018-09-29 12:27:34.245000
"""My yeet shall echo through the halls of men, the forests of mer and the mountains of might. My yeet is powerful, yet silent. Tremble at the power of the YEET"" - Immy",Liam#5223,2018-09-14 04:05:20.261000
“[im a ] professional baby eater”- Connor,VisitThigh889#1093,2018-09-13 10:55:05.745000
"""just dedicate  one continent to the rich people and then ship all the poor people somewhere else"" - Connor, on solving income inequality",Spiritonia#7854,2018-09-02 12:34:39.028000
"""damn at uh uhhhhhh hang on wait let me say this uhhhhhh. hang on wait im thinking... uhh ok here we go... so i just had to say-"" - Liam",abarb#3803,2018-08-26 11:16:36.707000
"""I'm a big Homophobe"" - Thomas",Liam#5223,2018-08-12 13:43:47.222000
"'oh well bitcoin- it's kinda like- um o-ok so, so you know money? so it's like- it's like money in the computer, and- and th- your computer solves the blockchain, and it gives you the algorithms for the coins and then you use the coins to buy ketamine- "" - Liam",abarb#3803,2018-08-12 02:29:43.028000
"“It’s 8:04, where are my fucking strippers Immy?!” -Claudio",VisitThigh889#1093,2018-08-11 10:06:07.597000
"""the coppas won't know it happened if you did a fat skid after it"" - claudio",Catiline#0267,2018-08-09 10:12:37.621000
I saw that <@178769946669481984>,Onetonsoup#4446,2018-08-06 14:02:04.522000
clown stabbing in berowra,abarb#3803,2018-08-04 07:22:31.765000
theres an icecream van outside but its real gloomy and foreboding outside as well,abarb#3803,2018-08-04 07:22:24.958000
you eat dinner at 3:30pm thats the saddest shit you daytime tv watching freak,abarb#3803,2018-08-04 07:22:03.739000
second of all who goes to sleep at 5pm,abarb#3803,2018-08-04 07:21:37.619000
first of all im blown away that you can somehow type in your sleep,abarb#3803,2018-08-04 07:21:31.073000
liam was very talkative,abarb#3803,2018-08-04 07:01:35.260000
i moved everyone into a room in real life one time and you all said this in your sleep,abarb#3803,2018-08-04 07:01:26.124000
I haven't been on discord for a few days,Spiritonia#7854,2018-08-04 06:55:27.667000
wait what,Spiritonia#7854,2018-08-04 06:55:21.871000
"""Sex is my game, Wall Street is my name"" - Wall Street",abarb#3803,2018-08-04 03:33:58.556000
"""I am a nice boy I make sure to put 17 condoms on over top of eachother before I hit the club"" - Liam

""You ever take pictures with your phone placed an inch from your face to capture a view 
For yourself"" - Liam

'You clenched your hand around my hand over and said ""my heartbeat, Liam"". I thought that was' - Liam

""I learned about my government today dad/mom,"" - Liam

""Five people die every year on that curvy stretch. Don't think about those numbers too long, certainly don't make those the only numbers you think of"" - Liam (????)

""Are you gonna be"" - Liam (you good bro?)

""Development of voice to text boosts the economy and falling keyboard sales diminish it and I don't know if i can trust anyone knows what is happening in this world"" - Liam, interrupted by Claudio who finished his thought

""That kid who tells the first girl he kisses he's super gay as one of those immature edgy bro jokes and then she believes it. That kid, was Bill Gates. Cumtown is funny to misogynists and very secretly to male feminists hold on I need a Venn diagram"" - Liam",abarb#3803,2018-08-04 03:30:25.542000
,Spiritonia#7854,2018-07-31 02:56:06.097000
“Should have written Finnish cause [claudio] is finished driving”- connor,VisitThigh889#1093,2018-07-30 10:51:27.919000
"""i was considering getting male dancers"" - claudio",Catiline#0267,2018-07-25 01:59:01.829000
"""trap cards are my favourite, the little girls"" - liam",Catiline#0267,2018-07-23 10:40:09.843000
"""I should sell some of my nootes"" - Ben",Spiritonia#7854,2018-07-19 02:11:48.471000
"""Stop eating so much pasta and your balls will stop smelling like pasta"" - Liam",Catiline#0267,2018-07-03 14:09:42.472000
"""I stand for harmony among anime"" - Claudio",Aerpub#7229,2018-06-29 10:59:31.064000
"""Tracer eat ass"" - connor",Catiline#0267,2018-06-28 13:20:31.712000
""" I snorted panadol in tasmania, it was lit"" - Lorenzo",Liam#5223,2018-06-28 12:33:21.258000
"""i don't know who any of you are until i know who you are"" - Liam",Onetonsoup#4446,2018-06-28 12:30:09.095000
"""don't quote that"" - liam",Catiline#0267,2018-06-28 12:10:55.456000
"""did you get a tingle on your balls"" - Liam",Catiline#0267,2018-06-28 12:10:47.186000
"""you know what sucks, I could have a mad dick but I wouldn't know"" - Liam",Spiritonia#7854,2018-06-28 12:09:25.531000
"""It's Schrodinger's gay, i don't know if it's being buzzed by a man or a woman"" - Claudio",Catiline#0267,2018-06-28 11:48:35.990000
"""My phone is right underneath my balls and someone buzzed it"" - Claudio
""It's just a nice place for it to sit"" - Claudio",Catiline#0267,2018-06-28 11:48:03.322000
"""You never got baked beans over your dick"" - Claudio",Catiline#0267,2018-06-28 11:45:43.017000
"""/play https://www.youtube.com/watch?v=_gvweJDAIGE"" - liam",abarb#3803,2018-06-25 11:48:35.100000
/play https://www.youtube.com/watch?v=_gvweJDAIGE,Liam#5223,2018-06-25 08:24:00.573000
"""my leaked nudes have 3.5 thousand notes on tumblr. the kind of guy to have a one hit wonder +1M view youtube video"" - random dude online",abarb#3803,2018-06-23 06:02:35.533000
"""are you watching porn?"" - liam
""yeah"" - claudio",Catiline#0267,2018-06-22 15:14:29.285000
EEEEEEEEEE,Catiline#0267,2018-06-22 15:10:20.923000
,Spiritonia#7854,2018-06-22 15:10:07.041000
-Tom soo,Spiritonia#7854,2018-06-22 14:43:48.718000
"""consent is a myth"" - sarah",ana#0813,2018-06-22 14:38:52.553000
I don't consent to this,Varla#1932,2018-06-22 14:36:59.565000
HMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM,Liam#5223,2018-06-22 14:32:20.912000
,Spiritonia#7854,2018-06-22 14:32:06.810000
"""anime males can't get erections because they don't have dicks .... the blood goes to their nose because there's nowhere else for it to go"" - lorenzo",Catiline#0267,2018-06-22 14:24:07.235000
,Liam#5223,2018-06-21 07:04:28.985000
"""im going to have white stuff on my pants"" - claudio",Catiline#0267,2018-06-20 10:33:27.698000
"""im parked in my driveway i just cant get assed to get out""",Catiline#0267,2018-06-20 10:19:51.717000
"""i have a penis"" - claudio",Catiline#0267,2018-06-20 10:15:09.611000
"""why does the christian channel have actual good music"" - claudio",Catiline#0267,2018-06-20 10:08:40.040000
you cant even frame me badly for that ding dong shit,abarb#3803,2018-06-20 03:38:29.579000
"""im not gay"" - lorenzo
""yet"" - liam",Catiline#0267,2018-06-19 13:04:17.982000
""" I love ding-dong so much!"" _ TOm",Liam#5223,2018-06-19 12:41:12.237000
"""mexican yeet machine"" - Claudio",Onetonsoup#4446,2018-06-18 09:50:57.050000
"""It's nice to wake up inside of yous"" - Claudio",Catiline#0267,2018-06-18 09:43:48.285000
"""Uh no she's definitely older than me"" - John",ana#0813,2018-06-10 13:59:44.287000
""" ... I am a pedophile "" - Lorenzo",Liam#5223,2018-06-09 08:19:58.427000
"""Fuck those blacks! - Quote liam"" - Thomas*",Onetonsoup#4446,2018-06-09 08:12:52.428000
""" Fuck those blacks!... "" Thomas",Liam#5223,2018-06-09 08:12:06.727000
hit me up with that uhhhh paraphrase me,abarb#3803,2018-06-09 08:06:03.787000
""" When I grow up I wanna be gay... "" - Thomas",Liam#5223,2018-06-09 08:05:46.698000
"""yeah i should know what my neighbours smell like more"" - lorenzo",abarb#3803,2018-06-09 07:52:42.312000
"""I'd rather fuck a thousand assholes than start a family before the age of 28"" - liam",Onetonsoup#4446,2018-06-08 11:38:24.527000
"""I never had to do a consent matters module because i'm an engineer"" (Saavedra, 2018)",Catiline#0267,2018-06-08 11:29:49.733000
"""I think i'm attracted to females. I think."" (Saavedra, 2018)",Catiline#0267,2018-06-08 11:27:51.012000
"Saavedra, L 2018, 'Famous Quotations' , online chat, 8 June, viewed 8 June 2018",Catiline#0267,2018-06-08 11:25:35.272000
""""""""" ""why must you commoditize my struggle? - (Me, 2018)"" - (lorenzo, 2018) "" - (Lorenzo, 2018)"" - (Golightly, 2018)"" - (Lorenzo, 2018)",Catiline#0267,2018-06-08 11:20:33.507000
":"""""" ""why must you commoditize my struggle? - me"" - lorenzo "" - Lorenzo"" - Liam"" - Lorenzo",Liam#5223,2018-06-08 11:19:40.845000
""""" ""why must you commoditize my struggle? - me"" - lorenzo "" - Lorenzo"" - Liam",Catiline#0267,2018-06-08 11:19:19.581000
""" ""why must you commoditize my struggle? - me"" - lorenzo "" - Lorenzo",Liam#5223,2018-06-08 11:19:02.471000
"""why must you commoditize my struggle? - me"" - lorenzo",abarb#3803,2018-06-08 11:18:35.505000
"""I am a liar "" - Thomas",Liam#5223,2018-06-08 11:16:39.975000
""" Don't shit on my dick "" - Thomas Abarbanel",Liam#5223,2018-06-08 11:16:13.612000
"""don't fuck me"" - lorenzo to girls",Catiline#0267,2018-06-08 11:13:24.561000
"""(retarded donkey ass laugh)"" - liam",abarb#3803,2018-06-08 11:12:12.393000
"""thomas abarbanel does not have the gay"" - thomas abarbanel",ana#0813,2018-06-08 11:11:10.589000
""" I once ate my own ass just to make myself feel loved "" - Thomas Abarbanel",Liam#5223,2018-06-08 11:08:49.835000
wtf,Liam#5223,2018-06-08 11:03:02.053000
i didnt want to include the nickname but he actually forced me,abarb#3803,2018-06-08 11:03:01.810000
"""if the purge was real, the first thing i would do is to kill all the blacks"" - liam ""nigger slaughterer"" golightly",abarb#3803,2018-06-08 11:02:41.945000
"""no i'm not"" - Liam",Spiritonia#7854,2018-06-05 12:08:04.227000
"""marina noorbergen, did you mean get on my dick?"" - Liam",Spiritonia#7854,2018-06-05 12:07:06.450000
"""she was looking kind of fun with her finger in his bum"" - Claudio",Onetonsoup#4446,2018-06-05 11:26:41.436000
"""I SUCK DICK FOR PINGAS"" - l̶o̶r̶e̶n̶z̶o̶ john",Onetonsoup#4446,2018-06-05 04:08:51.993000
"""I SUCK DICK FOR PINGAS"" - lorenzo",ana#0813,2018-06-05 04:07:16.446000
"""mama mia"" - claudio",Catiline#0267,2018-06-04 13:45:01.613000
- john,abarb#3803,2018-06-04 07:07:33.929000
John this is the quotes channel,Spiritonia#7854,2018-06-04 07:07:29.226000
claudio this is the quotes channel,ana#0813,2018-06-04 07:07:05.622000
"""I want to have sex with the rabbit from zootopia"" - liam",abarb#3803,2018-06-03 12:59:46.892000
"""don't quote me on that"" - literally everyone on this server",Onetonsoup#4446,2018-06-03 12:49:55.394000
"""i like cute girlfriend because it appeals to my sense of manliness"" - liam",Onetonsoup#4446,2018-06-03 12:49:35.603000
"""im lonely, lorenzo please keep teaching me about boars"" - tom",Onetonsoup#4446,2018-06-03 12:34:29.039000
"""no im learning"" - also tom",Onetonsoup#4446,2018-06-03 12:34:13.679000
"""im lonely"" - tom",Onetonsoup#4446,2018-06-03 12:33:57.648000
"""the average boar ejaculates for 5 to 10 minutes"" - lorenzo",Catiline#0267,2018-06-03 12:31:09.400000
"""only pussies hit on women"" - Claudio",Liam#5223,2018-06-03 12:14:53.122000
"""there's this one girl i talk to"" - lorenzo
""bullshit"" - tom, everyone else",Catiline#0267,2018-06-03 12:02:24.033000
"""i only know like one girl at uni"" - john",ana#0813,2018-06-03 12:01:57.903000
""" I am more beta than lorenzo "" - Liam",Liam#5223,2018-06-03 12:01:50.106000
"""i am a beta"" - lorenzo",Catiline#0267,2018-06-03 11:58:21.345000
"""man babies are good"" - lorenzo",Catiline#0267,2018-06-03 11:47:15.379000
"""I know females, but they won't think of me, because I am an engineer"" - Lorenzo",Catiline#0267,2018-06-03 11:36:29.049000
"""im a little tomato and im just getting ripe to fight"" - liam",Onetonsoup#4446,2018-06-03 11:35:11.208000
CRIES,Liam#5223,2018-06-03 10:14:36.926000
"""GOODBYE dnd"" JOHN",Liam#5223,2018-06-03 10:14:33.688000
"""claudio, are you out of oil again?"" - stacey",Onetonsoup#4446,2018-05-31 13:04:40.181000
"""why am i sending hentai to myself"" - lorenzo",Catiline#0267,2018-05-31 13:03:05.091000
"-it's like buddhism, but you don't go to nirvana, because nirvana doesn't exist",Onetonsoup#4446,2018-05-31 12:53:21.359000
"-you get reborn after you die but you keep being born in shittier and shittier circumstances, regardless of karma",ana#0813,2018-05-31 12:52:22.908000
nihilistic buddhism,Onetonsoup#4446,2018-05-31 12:51:56.308000
"""gender non-binarism is capitalism"" - lorenzo",Catiline#0267,2018-05-31 12:38:22.316000
"""be a good girl ... leave the naughty stuff for the big boys"" - lorenzo",Catiline#0267,2018-05-31 12:32:18.765000
"""(moaning noises). i'm not going to finish"" - claudio",Catiline#0267,2018-05-31 12:32:04.988000
"penis took the giant cock and sucked on it
^not fake news",Onetonsoup#4446,2018-05-31 12:30:36.829000
i suck penis <@!98235173455290368>,ana#0813,2018-05-31 12:28:45.825000
